Notes,County,County Code,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Cook County, IL",17031,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,397,5181728,7.7,7.6
,"Cook County, IL",17031,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,38,5181728,0.7,0.7
,"Cook County, IL",17031,2009,2009,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,15,5181728,0.3 (Unreliable),0.3 (Unreliable)
,"Cook County, IL",17031,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,46,5181728,0.9,0.9
,"Cook County, IL",17031,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,392,5194675,7.5,7.4
,"Cook County, IL",17031,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42,5194675,0.8,0.8
,"Cook County, IL",17031,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,27,5194675,0.5,0.5
,"DuPage County, IL",17043,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,43,908685,4.7,4.8
,"DuPage County, IL",17043,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,908685,1.4 (Unreliable),1.4 (Unreliable)
,"DuPage County, IL",17043,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,37,907426,4.1,4.1
,"DuPage County, IL",17043,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,907426,1.2 (Unreliable),1.1 (Unreliable)
,"DuPage County, IL",17043,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,59,909798,6.5,6.6
,"DuPage County, IL",17043,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,909798,1.8 (Unreliable),1.7 (Unreliable)
,"DuPage County, IL",17043,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39,912732,4.3,4.4
,"DuPage County, IL",17043,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,912732,1.6 (Unreliable),1.5 (Unreliable)
,"DuPage County, IL",17043,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35,916924,3.8,3.9
,"DuPage County, IL",17043,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,916924,2.8,2.8
,"DuPage County, IL",17043,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,916924,1.1 (Unreliable),1.0 (Unreliable)
,"Kane County, IL",17089,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,485179,2.9 (Unreliable),2.9 (Unreliable)
,"Kane County, IL",17089,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,495752,4.2,4.2
,"Kane County, IL",17089,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,504437,3.4 (Unreliable),3.3 (Unreliable)
,"Kane County, IL",17089,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,511273,3.9,3.8
,"Kane County, IL",17089,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,515269,3.3 (Unreliable),3.3 (Unreliable)
,"Kankakee County, IL",17091,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,112658,12.4 (Unreliable),12.8 (Unreliable)
,"Kankakee County, IL",17091,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,113107,10.6 (Unreliable),10.8 (Unreliable)
,"Lake County, IL",17097,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,41,689891,5.9,5.9
,"Lake County, IL",17097,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,689891,1.6 (Unreliable),1.7 (Unreliable)
,"Lake County, IL",17097,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,47,692995,6.8,6.6
,"Lake County, IL",17097,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,692995,2.5 (Unreliable),2.4 (Unreliable)
,"Lake County, IL",17097,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,53,697369,7.6,7.8
,"Lake County, IL",17097,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,697369,2.6 (Unreliable),2.6 (Unreliable)
,"Lake County, IL",17097,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,48,701042,6.8,6.7
,"Lake County, IL",17097,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,701042,2.9,2.8
,"Lake County, IL",17097,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,57,703462,8.1,8.3
,"Lake County, IL",17097,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,703462,3.1,2.9
,"LaSalle County, IL",17099,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,113139,13.3 (Unreliable),14.3 (Unreliable)
,"LaSalle County, IL",17099,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,113794,10.5 (Unreliable),11.0 (Unreliable)
,"LaSalle County, IL",17099,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,114171,12.3 (Unreliable),12.9 (Unreliable)
,"LaSalle County, IL",17099,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,113999,15.8 (Unreliable),16.8 (Unreliable)
,"LaSalle County, IL",17099,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,113924,19.3,21.6
,"McHenry County, IL",17111,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,300630,4.0 (Unreliable),4.1 (Unreliable)
,"McHenry County, IL",17111,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,307246,4.9 (Unreliable),4.9 (Unreliable)
,"McHenry County, IL",17111,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,307246,3.6 (Unreliable),3.8 (Unreliable)
,"McHenry County, IL",17111,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,308067,7.1,7.7
,"McHenry County, IL",17111,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,308760,5.5 (Unreliable),5.8 (Unreliable)
,"McHenry County, IL",17111,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,308760,4.9 (Unreliable),4.2 (Unreliable)
,"McLean County, IL",17113,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,165223,6.1 (Unreliable),6.7 (Unreliable)
,"McLean County, IL",17113,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,166825,6.6 (Unreliable),6.0 (Unreliable)
,"McLean County, IL",17113,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,168727,9.5 (Unreliable),9.6 (Unreliable)
,"McLean County, IL",17113,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,169572,5.9 (Unreliable),5.6 (Unreliable)
,"Madison County, IL",17119,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,266164,7.9,8.2
,"Madison County, IL",17119,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,267382,7.5,7.9
,"Madison County, IL",17119,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,267382,5.6 (Unreliable),5.5 (Unreliable)
,"Madison County, IL",17119,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,268232,7.5,8
,"Madison County, IL",17119,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,268232,4.5 (Unreliable),4.0 (Unreliable)
,"Madison County, IL",17119,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,26,268978,9.7,10.2
,"Madison County, IL",17119,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,268978,4.5 (Unreliable),4.3 (Unreliable)
,"Madison County, IL",17119,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33,269282,12.3,12.8
,"Madison County, IL",17119,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,269282,7.1 (Unreliable),6.5 (Unreliable)
,"Peoria County, IL",17143,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,183446,5.5 (Unreliable),5.9 (Unreliable)
,"Peoria County, IL",17143,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,184803,8.7 (Unreliable),8.4 (Unreliable)
,"Peoria County, IL",17143,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,186930,9.6 (Unreliable),10.1 (Unreliable)
,"Peoria County, IL",17143,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,186494,7.0 (Unreliable),6.8 (Unreliable)
,"St. Clair County, IL",17163,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,266518,4.9 (Unreliable),4.8 (Unreliable)
,"St. Clair County, IL",17163,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,266518,5.3 (Unreliable),5.5 (Unreliable)
,"St. Clair County, IL",17163,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,268489,6.0 (Unreliable),6.3 (Unreliable)
,"St. Clair County, IL",17163,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,268489,4.8 (Unreliable),4.7 (Unreliable)
,"St. Clair County, IL",17163,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,270056,5.9 (Unreliable),5.8 (Unreliable)
,"Sangamon County, IL",17167,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,194025,5.2 (Unreliable),5.6 (Unreliable)
,"Will County, IL",17197,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,41,650779,6.3,6.2
,"Will County, IL",17197,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,44,664048,6.6,6.5
,"Will County, IL",17197,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40,671392,6,6
,"Will County, IL",17197,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,53,674970,7.9,7.9
,"Will County, IL",17197,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,46,677560,6.8,6.8
,"Winnebago County, IL",17201,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,28,289405,9.7,9.6
